HCPC,SEQNUM,RECID,"LONG DESCRIPTION","SHORT DESCRIPTION",PRICE1,PRICE2,PRICE3,PRICE4,MULT_PI,CIM1,CIM2,CIM3,MCM1,MCM2,MCM3,STATUTE,LABCERT1,LABCERT2,LABCERT3,LABCERT4,LABCERT5,LABCERT6,LABCERT7,LABCERT8,XREF1,XREF2,XREF3,XREF4,XREF5,COV,ASC_GRP,ASC_DT,OPPS,OPPS_PI,OPPS_DT,PROCNOTE,BETOS,TOS1,TOS2,TOS3,TOS4,TOS5,ANEST_BU,"ADD DT","ACT EFF DT","TERM DT","ACTION CD"
"   HF",0010,7,"Substance abuse program","Substance abuse program",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   HG",0010,7,"Opioid addiction treatment program","Opioid addiction tx program",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   HH",0010,7,"Integrated mental health/substance abuse program","Mental hlth/substance abs pr",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   HI",0010,7,"Integrated mental health and intellectual disability/developmental disabilities program","Men hlth intel/dev disab pgm",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20140101,,N
"   HJ",0010,7,"Employee assistance program","Employee assistance program",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   HK",0010,7,"Specialized mental health programs for high-risk populations","Spec hgh rsk mntl hlth pop p",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   HL",0010,7,Intern,Intern,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   HM",0010,7,"Less than bachelor degree level","Less than bachelor degree lv",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   HN",0010,7,"Bachelors degree level","Bachelors degree level",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   HO",0010,7,"Masters degree level","Masters degree level",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   HP",0010,7,"Doctoral level","Doctoral level",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   HQ",0010,7,"Group setting","Group setting",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   HR",0010,7,"Family/couple with client present","Family/couple w client prsnt",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   HS",0010,7,"Family/couple without client present","Family/couple w/o client prs",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   HT",0010,7,"Multi-disciplinary team","Multi-disciplinary team",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   HU",0010,7,"Funded by child welfare agency","Child welfare agency funded",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   HV",0010,7,"Funded state addictions agency","Funded state addiction agncy",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   HW",0010,7,"Funded by state mental health agency","State mntl hlth agncy funded",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   HX",0010,7,"Funded by county/local agency","County/local agency funded",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   HY",0010,7,"Funded by juvenile justice agency","Funded by juvenile justice",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   HZ",0010,7,"Funded by criminal justice agency","Criminal justice agncy fund",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20030101,20030101,,N
"   J1",0010,7,"Competitive acquisition program no-pay submission for a prescription number","Cap no-pay for prescript num",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20060101,20060101,,N
"   J2",0010,7,"Competitive acquisition program, restocking of emergency drugs after emergency administration","Cap restock of emerg drugs",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20060101,20060101,,N
"   J3",0010,7,"Competitive acquisition program (cap), drug not available through cap as written, reimbursed under average sales price methodology","Cap drug unavail thru cap",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20060101,20060101,,N
"   J4",0010,7,"Dmepos item subject to dmepos competitive bidding program that is furnished by a hospital upon discharge","Dmepos comp bid furn by hosp",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20100101,20100101,,N
"   J5",0010,7,"Off-the-shelf orthotic subject to dmepos competitive bidding program that is furnished as part of a physical therapist or occupational therapist professional service","Dmepos comp bid fur by pt/ot",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20201001,20201001,,N
"   JA",0010,7,"Administered intravenously","Administered intravenously",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20070101,20070101,,N
"   JB",0010,7,"Administered subcutaneously","Administered subcutaneously",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20070101,20070101,,N
"   JC",0010,7,"Skin substitute used as a graft","Skin substitute graft",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20090101,20090101,,N
"   JD",0010,7,"Skin substitute not used as a graft","Skin sub not used as a graft",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20090101,20090101,,N
"   JE",0010,7,"Administered via dialysate","Administered via dialysate",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20130701,20130701,,N
"   JF",0010,7,"Compounded drug","Compounded drug",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20150401,20150701,20150630,N
"   JG",0010,7,"Drug or biological acquired with 340b drug pricing program discount, reported for informational purposes","340b acquired drug",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20180101,20230101,,C
"   JW",0010,7,"Drug amount discarded/not administered to any patient","Discarded drug not administe",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20030101,20030101,,N
"   JZ",0010,7,"Zero drug amount discarded/not administered to any patient","Zero drug wasted",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20230101,20230101,,A
"   K0",0010,7,"Lower extremity prosthesis functional level 0 - does not have the ability or potential to ambulate or transfer safely with or without assistance and a prosthesis does not enhance their quality of life or mobility.","Lwr ext prost functnl lvl 0",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19930101,20030101,,N
"   K1",0010,7,"Lower extremity prosthesis functional level 1 - has the ability or potential to use a prosthesis for transfers or ambulation on level surfaces at fixed cadence. typical of the limited and unlimited household ambulator.","Lwr ext prost functnl lvl 1",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19930101,19970101,,N
"   K2",0010,7,"Lower extremity prosthesis functional level 2 - has the ability or potential for ambulation with the ability to traverse low level environmental barriers such as curbs, stairs or uneven surfaces.  typical of the limited community ambulator.","Lwr ext prost functnl lvl 2",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19930101,19970101,,N
"   K3",0010,7,"Lower extremity prosthesis functional level 3 - has the ability or potential for ambulation with variable cadence.  typical of the community ambulator who has the ability to transverse most environmental barriers and may have vocational, therapeutic, or exercise activity that demands prosthetic utilization beyond simple locomotion.","Lwr ext prost functnl lvl 3",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19930101,19970101,,N
"   K4",0010,7,"Lower extremity prosthesis functional level 4 - has the ability or potential for prosthetic ambulation that exceeds the basic ambulation skills, exhibiting high impact, stress, or energy levels, typical of the prosthetic demands of the child, active adult, or athlete.","Lwr ext prost functnl lvl 4",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19930101,19970101,,N
"   KA",0010,7,"Add on option/accessory for wheelchair","Wheelchair add-on option/acc",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19940101,19970101,,N
"   KB",0010,7,"Beneficiary requested upgrade for abn, more than 4 modifiers identified on claim",">4 modifiers on claim",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20030101,20030101,,N
"   KC",0010,7,"Replacement of special power wheelchair interface","Repl special pwr wc intrface",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20050101,20050101,,N
"   KD",0010,7,"Drug or biological infused through dme","Drug/biological dme infused",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20040101,20040101,,N
"   KE",0010,7,"Bid under round one of the dmepos competitive bidding program for use with non-competitive bid base equipment","Bid under round 1 dmepos cb",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20090101,20090101,,N
"   KF",0010,7,"Item designated by fda as class iii device","Fda class iii device",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20040401,20040401,,N
"   KG",0010,7,"Dmepos item subject to dmepos competitive bidding program number 1","Dmepos comp bid prgm no 1",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20070701,20070701,,N
"   KH",0010,7,"Dmepos item, initial claim, purchase or first month rental","Dmepos ini clm, pur/1 mo rnt",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19940101,19970101,,N
"   KI",0010,7,"Dmepos item, second or third month rental","Dmepos 2nd or 3rd mo rental",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19940101,19970101,,N
"   KJ",0010,7,"Dmepos item, parenteral enteral nutrition (pen) pump or capped rental, months four to fifteen","Dmepos pen pmp or 4-15mo rnt",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19940101,19970101,,N
"   KK",0010,7,"Dmepos item subject to dmepos competitive bidding program number 2","Dmepos comp bid prgm no 2",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20070701,20070701,,N
"   KL",0010,7,"Dmepos item delivered via mail","Dmepos mailorder comp bid",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20070701,20090101,,N
"   KM",0010,7,"Replacement of facial prosthesis including new impression/moulage","Rplc facial prosth new imp",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19960101,20010101,,N
"   KN",0010,7,"Replacement of facial prosthesis using previous master model","Rplc facial prosth old mod",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19960101,20010101,,N
"   KO",0010,7,"Single drug unit dose formulation","Single drug unit dose form",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19970401,19970401,,N
"   KP",0010,7,"First drug of a multiple drug unit dose formulation","First drug of multi drug u d",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19970401,19970401,,N
"   KQ",0010,7,"Second or subsequent drug of a multiple drug unit dose formulation","2nd/subsqnt drg multi drg ud",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19970401,19970401,,N
"   KR",0010,7,"Rental item, billing for partial month","Rental item partial month",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20020101,20020101,,N
"   KS",0010,7,"Glucose monitor supply for diabetic beneficiary not treated with insulin","Glucose monitor supply",,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0074,,,,,,,,19981001,19981001,,N
"   KT",0010,7,"Beneficiary resides in a competitive bidding area and travels outside that competitive bidding area and receives a competitive bid item","Item from noncontract supply",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20070701,20080401,,N
"   KU",0010,7,"Dmepos item subject to dmepos competitive bidding program number 3","Dmepos comp bid prgm no 3",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20070701,20070701,,N
"   KV",0010,7,"Dmepos item subject to dmepos competitive bidding program that is furnished as part of a professional service","Dmepos item, profession serv",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20080101,20080101,,N
"   KW",0010,7,"Dmepos item subject to dmepos competitive bidding program number 4","Dmepos comp bid prgm no 4",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20080101,20080101,,N
"   KX",0010,7,"Requirements specified in the medical policy have been met","Documentation on file",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20020701,20020701,,N
"   KY",0010,7,"Dmepos item subject to dmepos competitive bidding program number 5","Dmepos comp bid prgm no 5",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20080101,20080101,,N
"   KZ",0010,7,"New coverage not implemented by managed care","New cov not implement by m+c",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20031001,20031001,,N
"   L1",0010,7,"Provider attestation that the hospital laboratory test(s) is not packaged under the hospital opps","Separately payable lab test",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20140701,20170101,20161231,N
"   LC",0010,7,"Left circumflex coronary artery","Lft circum coronary artery",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19970101,19970101,,N
"   LD",0010,7,"Left anterior descending coronary artery","Left ant des coronary artery",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19970101,19970101,,N
"   LL",0010,7,"Lease/rental (use the 'll' modifier when dme equipment rental is to be applied against the purchase price)","Lease/rental (appld to pur)",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19840101,19970101,,N
"   LM",0010,7,"Left main coronary artery","Left main coronary artery",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20130101,20130101,,N
"   LR",0010,7,"Laboratory round trip","Laboratory round trip",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19870101,19970101,,N
"   LS",0010,7,"Fda-monitored intraocular lens implant","Fda-monitored iol implant",,,,,,65-7,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,19910101,19970101,,N
"   LT",0010,7,"Left side (used to identify procedures performed on the left side of the body)","Left side",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19840101,19970101,,N
"   LU",0010,7,"Fractionated payment of car-t therapy","Fraction pay car-t therapy",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20220101,20220101,,A
"   M2",0010,7,"Medicare secondary payer (msp)","Medicare secondary payer",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20070101,20070101,,N
"   MA",0010,7,"Ordering professional is not required to consult a clinical decision support mechanism due to service being rendered to a patient with a suspected or confirmed emergency medical condition","Emer med cond susp/confirm",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20200101,20200101,,N
"   MB",0010,7,"Ordering professional is not required to consult a clinical decision support mechanism due to the significant hardship exception of insufficient internet access","Auc hardship, insuf internet",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20200101,20200101,,N
"   MC",0010,7,"Ordering professional is not required to consult a clinical decision support mechanism due to the significant hardship exception of electronic health record or clinical decision support mechanism vendor issues","Auc hardship, vendor issues",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20200101,20200101,,N
"   MD",0010,7,"Ordering professional is not required to consult a clinical decision support mechanism due to the significant hardship exception of extreme and uncontrollable circumstances","Auc hardship, extreme circ",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20200101,20200101,,N
"   ME",0010,7,"The order for this service adheres to appropriate use criteria in the clinical decision support mechanism consulted by the ordering professional","Order adheres to auc",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20200101,20200101,,N
"   MF",0010,7,"The order for this service does not adhere to the appropriate use criteria in the clinical decision support mechanism consulted by the ordering professional","Order does not adhere to auc",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20200101,20200101,,N
"   MG",0010,7,"The order for this service does not have applicable appropriate use criteria in the qualified clinical decision support mechanism consulted by the ordering professional","Auc not applicable to order",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20200101,20200101,,N
"   MH",0010,7,"Unknown if ordering professional consulted a clinical decision support mechanism for this service, related information was not provided to the furnishing professional or provider","Auc consult not provided",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20200101,20200101,,N
"   MS",0010,7,"Six month maintenance and servicing fee for reasonable and necessary parts and labor which are not covered under any manufacturer or supplier warranty","6-mo maint/svc fee parts/lbr",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19890101,19970101,,N
"   N1",0010,7,"Group 1 oxygen coverage criteria met","Group 1 oxygen cov crit met",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20230101,20230101,,A
"   N2",0010,7,"Group 2 oxygen coverage criteria met","Group 2 oxygen cov crit met",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20230101,20230101,,A
"   N3",0010,7,"Group 3 oxygen coverage criteria met","Group 3 oxygen cov crit met",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20230101,20230101,,A
"   NB",0010,7,"Nebulizer system, any type, fda-cleared for use with specific drug","Drug specific nebulizer",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20110101,20110101,,N
"   NR",0010,7,"New when rented (use the 'nr' modifier when dme which was new at the time of rental is subsequently purchased)","New when rented",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19840101,19970101,,N
"   NU",0010,7,"New equipment","New equipment",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19840101,19970101,,N
"   P1",0010,7,"A normal healthy patient","Normal healthy patient",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20060101,20060101,,N
"   P2",0010,7,"A patient with mild systemic disease","Patient w/mild syst disease",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20060101,20060101,,N
"   P3",0010,7,"A patient with severe systemic disease","Patient w/severe sys disease",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20060101,20060101,,N
"   P4",0010,7,"A patient with severe systemic disease that is a constant threat to life","Pt w/sev sys dis threat life",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20060101,20060101,,N
"   P5",0010,7,"A moribund patient who is not expected to survive without the operation","Pt not expect surv w/o oper",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20060101,20060101,,N
"   P6",0010,7,"A declared brain-dead patient whose organs are being removed for donor purposes","Brain-dead pt organs removed",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20060101,20060101,,N
"   PA",0010,7,"Surgical or other invasive procedure on wrong body part","Surgery, wrong body part",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20090701,20090701,,N
"   PB",0010,7,"Surgical or other invasive procedure on wrong patient","Surgery, wrong patient",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20090701,20090701,,N
"   PC",0010,7,"Wrong surgery or other invasive procedure on patient","Wrong surgery on patient",,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,20090701,20090701,,N
"   PD",0010,7,"Diagnostic or related non diagnostic item or service provided in a wholly owned or operated entity to a patient who is admitted as an inpatient within 3 days","Inp admit w/in 3 days",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20120101,20120101,,N
"   PI",0010,7,"Positron emission tomography (pet) or pet/computed tomography (ct) to inform the initial treatment strategy of tumors that are biopsy proven or strongly suspected of being cancerous based on other diagnostic testing","Pet tumor init tx strat",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20090701,20090701,,N
"   PL",0010,7,"Progressive addition lenses","Progressive addition lenses",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,19890101,19970101,,N
"   PM",0010,7,"Post mortem","Post mortem",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20140101,20140101,,N
"   PN",0010,7,"Non-excepted service provided at an off-campus, outpatient, provider-based department of a hospital","Non-excepted off-campus svc",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,0207,,,,,,,,20170101,20170101,,N
"   PO",0010,7,"Excepted service provided at an off-campus, outpatient, provider-based department of a hospital","Excepted off-campus service",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,0207,,,,,,,,20150101,20170101,,N
"   PS",0010,7,"Positron emission tomography (pet) or pet/computed tomography (ct) to inform the subsequent treatment strategy of cancerous tumors when the beneficiary's treating physician determines that the pet study is needed to inform subsequent anti-tumor strategy","Pet tumor subsq tx strategy",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20090701,20090701,,N
"   PT",0010,7,"Colorectal cancer screening test; converted to diagnostic test or other procedure","Clrctal screen to diagn",,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,20110101,20110101,,N
"   Q0",0010,7,"Investigational clinical service provided in a clinical research study that is in an approved clinical research study","Invest clinical research",,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0146,,,,,,,,20080101,20080101,,N
